wind_speed,wind_dir_deg,temperature_c,relative_humidity,pressure_bar,boom_height_m,nozzle_type,atmospheric_stability,coverage_fraction,drift_fraction,evaporated_fraction,escaped_fraction,mean_droplet_diameter_um
7.427210589798289,74.84838536943593,25.018788020699752,88.57087504252402,1.7206867450824292,0.42036465091555736,flat_fan_classic,unstable,0.8814455355376576,0.11810051129466845,0.0,0.0004539531676740222,280.9104780086038
3.65831114975286,43.94170276806609,33.974991349911235,75.24146809742518,5.588739191287309,1.148292505899822,air_induction_id,neutral,0.9699132997785789,0.030086700221421275,0.0,0.0,453.64273937559835
0.5337048496856587,127.43358711109875,23.52542193121271,77.83160079727213,4.418393827284563,1.0769613486352323,air_induction_id,stable,0.9757352772331979,0.024264722766802152,0.0,0.0,474.4111844497874
3.9238412685635002,155.3244550488944,6.2967264440635065,23.50445461342346,4.270418509192918,0.6984028792265642,flat_fan_classic,neutral,0.93565949109975,0.0637689353991365,0.0005715735011135224,0.0,200.86421924393554
4.216182709918228,61.919553152497194,31.0069087672411,50.89695675562422,2.0017344995901887,0.8005624109990441,air_induction_tti,unstable,0.9940330251695516,0.005966974830448005,0.0,0.0,642.0007476400588
5.515770172269805,58.62405929246718,27.284800214197123,23.65511830092349,1.7227243733863573,1.1902870224516169,flat_fan_classic,neutral,0.3608298075525089,0.6379437275406553,0.001226464906835864,0.0,278.7144461513036
6.6904442868478835,96.66404334861468,24.396853091573995,50.5396394388796,1.6599404276611471,1.2062361269316415,air_induction_cvi,neutral,0.6900522625735674,0.30994773742643245,0.0,0.0,492.1371791864992
7.749755035720536,103.8970510906169,22.802545026001038,55.04916343658333,2.0158212712693415,0.9883279080130656,flat_fan_classic,stable,0.18399868239330655,0.8154964308100618,0.000112850740760824,0.0003920360558707079,265.1711620219589
1.9508297823293967,141.52595062396722,33.445297703224085,22.036565833267872,4.422497349075589,1.1912698220420306,air_induction_cvi,stable,0.9919207911031421,0.008064942129909363,1.4266766948750363e-05,0.0,417.9517095903768
3.313714984028146,112.03718103686151,24.058406937089803,20.045113449981198,3.9172782634066574,0.3750314963147803,flat_fan_classic,neutral,0.9695030061377811,0.029303612929016537,0.0011933809332026536,0.0,211.4497542988531
4.401325744212061,164.0772356903699,34.377886510025206,89.74083412851256,3.734669871296319,0.8416629607853467,air_induction_cvi,unstable,0.9989446407523824,0.0010553592476175207,0.0,0.0,448.3843099320391
2.6686194413571562,123.73129324793527,26.46679637618444,16.380862318931126,3.9270952988307664,1.1592468141426702,air_induction_tti,unstable,0.9879049381185488,0.01209506188145115,0.0,0.0,589.0173993840446
2.6455075430790114,62.082636128434466,28.75411307129698,18.620154882250624,2.1828248793097487,1.02137602014878,air_induction_cvi,stable,0.9920682208349904,0.007931779165009775,0.0,0.0,471.9665311067457
3.7112267460353703,95.00091593601833,9.790467604816754,63.296580280398054,5.799102020024835,1.2492516686603903,air_induction_tti,unstable,0.9630262472578811,0.03697375274211907,0.0,0.0,562.4967871294982
4.562558676409665,177.4247753351347,27.77027238275763,29.48908167228354,3.3375851930925613,0.761777078491565,air_induction_cvi,unstable,1.0,0.0,0.0,0.0,445.06419312207186
6.494672437439755,172.38603469205825,37.110895931526436,76.18361728726967,4.563218604612715,0.6225959381435122,air_induction_cvi,stable,1.0,0.0,0.0,0.0,418.13809397245103
6.385430268808121,29.043801811536355,20.31651480283382,56.092929404511835,4.725367291935722,0.31692853229110796,air_induction_tti,neutral,0.9997838644329765,0.00021613556702357802,0.0,0.0,581.3355148565345
